provider,stratum,query_index,query,source_rank,provider_id,doi,title,year,type,venue_or_topic,rejection_reasons
crossref,organization_measurement,2,Goodhart law metric target validity,27,10.2139/ssrn.3639508,10.2139/ssrn.3639508,Goodhart's Law and Machine Learning,2020,journal-article,SSRN Electronic Journal,missing_anchor_group:metric|target|measure|performance|proxy
crossref,organization_measurement,2,Goodhart law metric target validity,28,10.2307/824444,10.2307/824444,English Law and the Moral Law,1956,journal-article,The University of Toronto Law Journal,missing_anchor_group:goodhart|campbell|proxy failure;missing_anchor_group:metric|target|measure|performance|proxy
crossref,organization_measurement,2,Goodhart law metric target validity,29,10.2307/1071417,10.2307/1071417,The Brief Life Story of the Direct Consequence Rule in English Tort Law,1967,journal-article,Virginia Law Review,missing_anchor_group:goodhart|campbell|proxy failure;missing_anchor_group:metric|target|measure|performance|proxy
crossref,organization_measurement,2,Goodhart law metric target validity,30,10.2307/791568,10.2307/791568,Essays in Jurisprudence and the Common Law,1931,journal-article,The Yale Law Journal,missing_anchor_group:goodhart|campbell|proxy failure;missing_anchor_group:metric|target|measure|performance|proxy
crossref,organization_measurement,2,Goodhart law metric target validity,31,10.2307/789964,10.2307/789964,The Unforeseeable Consequences of a Negligent Act,1930,journal-article,The Yale Law Journal,missing_anchor_group:goodhart|campbell|proxy failure;missing_anchor_group:metric|target|measure|performance|proxy
crossref,organization_measurement,2,Goodhart law metric target validity,32,10.1111/j.1468-2230.1938.tb00388.x,10.1111/j.1468-2230.1938.tb00388.x,The Foundation of Tortious Liability,1938,journal-article,The Modern Law Review,missing_anchor_group:goodhart|campbell|proxy failure;missing_anchor_group:metric|target|measure|performance|proxy
crossref,organization_measurement,2,Goodhart law metric target validity,33,10.1111/1468-2230.00063,10.1111/1468-2230.00063,Economics and the Law: Too Much One–Way Traffic?,1997,journal-article,The Modern Law Review,missing_anchor_group:goodhart|campbell|proxy failure;missing_anchor_group:metric|target|measure|performance|proxy
crossref,organization_measurement,2,Goodhart law metric target validity,34,10.2307/1597109,10.2307/1597109,"Annual Survey of American Law, 1994",1947,journal-article,The University of Chicago Law Review,missing_anchor_group:goodhart|campbell|proxy failure;missing_anchor_group:metric|target|measure|performance|proxy
crossref,organization_measurement,2,Goodhart law metric target validity,35,10.2307/1331064,10.2307/1331064,"Annual Survey of English Law, 1928. London School of Economics and Political Science, Department of Law",1930,journal-article,Harvard Law Review,missing_anchor_group:goodhart|campbell|proxy failure;missing_anchor_group:metric|target|measure|performance|proxy
crossref,organization_measurement,2,Goodhart law metric target validity,36,10.2307/792917,10.2307/792917,English Contributions to the Philosophy of Law,1949,journal-article,The Yale Law Journal,missing_anchor_group:goodhart|campbell|proxy failure;missing_anchor_group:metric|target|measure|performance|proxy
crossref,organization_measurement,2,Goodhart law metric target validity,37,10.2307/789636,10.2307/789636,The Legality of the General Strike in England,1927,journal-article,The Yale Law Journal,missing_anchor_group:goodhart|campbell|proxy failure;missing_anchor_group:metric|target|measure|performance|proxy
crossref,organization_measurement,2,Goodhart law metric target validity,38,10.1093/ww/9780199540884.013.u17489,10.1093/ww/9780199540884.013.u17489,"Goodhart, Baron, (William Howard Goodhart) (18 Jan. 1933–10 Jan. 2017)",2007,reference-entry,Who's Who,type_not_allowed:reference-entry;missing_anchor_group:metric|target|measure|performance|proxy
crossref,organization_measurement,2,Goodhart law metric target validity,39,10.2307/3307948,10.2307/3307948,Restatement of the Law of Torts,1935,journal-article,University of Pennsylvania Law Review and American Law Register,missing_anchor_group:goodhart|campbell|proxy failure;missing_anchor_group:metric|target|measure|performance|proxy
crossref,organization_measurement,2,Goodhart law metric target validity,40,10.5220/0011691100003414,10.5220/0011691100003414,DT-ML: Drug-Target Metric Learning,2023,proceedings-article,Proceedings of the 16th International Joint Conference on Biomedical Engineering Systems and Technologies,missing_anchor_group:goodhart|campbell|proxy failure
crossref,organization_measurement,2,Goodhart law metric target validity,41,10.1111/j.1468-2230.1959.tb02164.x,10.1111/j.1468-2230.1959.tb02164.x,THE RATIO DECIDENDI OF A CASE,1959,journal-article,The Modern Law Review,missing_anchor_group:goodhart|campbell|proxy failure;missing_anchor_group:metric|target|measure|performance|proxy
crossref,organization_measurement,2,Goodhart law metric target validity,42,10.2307/3308071,10.2307/3308071,"Restatement of the Law of Torts, II",1935,journal-article,University of Pennsylvania Law Review and American Law Register,missing_anchor_group:goodhart|campbell|proxy failure;missing_anchor_group:metric|target|measure|performance|proxy
crossref,organization_measurement,2,Goodhart law metric target validity,43,10.2307/790205,10.2307/790205,Determining the Ratio Decidendi of a Case,1930,journal-article,The Yale Law Journal,missing_anchor_group:goodhart|campbell|proxy failure;missing_anchor_group:metric|target|measure|performance|proxy
crossref,organization_measurement,2,Goodhart law metric target validity,44,10.2307/1117905,10.2307/1117905,Essays in Law and History,1947,journal-article,Columbia Law Review,missing_anchor_group:goodhart|campbell|proxy failure;missing_anchor_group:metric|target|measure|performance|proxy
crossref,organization_measurement,2,Goodhart law metric target validity,45,10.1111/j.1468-2230.1953.tb02762.x,10.1111/j.1468-2230.1953.tb02762.x,The Shock Cases And Area Of Risk,1953,journal-article,The Modern Law Review,missing_anchor_group:goodhart|campbell|proxy failure;missing_anchor_group:metric|target|measure|performance|proxy
crossref,organization_measurement,2,Goodhart law metric target validity,46,10.2307/3308381,10.2307/3308381,Precedent in English and Continental Law,1935,journal-article,University of Pennsylvania Law Review and American Law Register,missing_anchor_group:goodhart|campbell|proxy failure;missing_anchor_group:metric|target|measure|performance|proxy
crossref,organization_measurement,2,Goodhart law metric target validity,47,10.1007/978-981-10-7647-3_8,10.1007/978-981-10-7647-3_8,Target Classification and Identification Techniques for Advanced Metric Wave Radar,2019,book-chapter,Advanced Metric Wave Radar,missing_anchor_group:goodhart|campbell|proxy failure
crossref,organization_measurement,2,Goodhart law metric target validity,48,10.1111/j.1468-2230.1980.tb01605.x,10.1111/j.1468-2230.1980.tb01605.x,THE INFILTRATION OF EQUITABLE DOCTRINE INTO ENGLISH COMMERCIAL LAW*,1980,journal-article,The Modern Law Review,missing_anchor_group:goodhart|campbell|proxy failure;missing_anchor_group:metric|target|measure|performance|proxy
crossref,organization_measurement,2,Goodhart law metric target validity,49,10.2307/2145107,10.2307/2145107,"English Law and the Moral Law, <i>by A. L. Goodhart</i>",1954,journal-article,Political Science Quarterly,missing_anchor_group:metric|target|measure|performance|proxy
crossref,organization_measurement,2,Goodhart law metric target validity,50,10.2307/790170,10.2307/790170,A Panorama of the World's Legal Systems,1929,journal-article,The Yale Law Journal,missing_anchor_group:goodhart|campbell|proxy failure;missing_anchor_group:metric|target|measure|performance|proxy
openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,1,https://openalex.org/W2956733809,10.1029/2018wr023901,Sociohydrology: Scientific Challenges in Addressing the Sustainable Development Goals,2019,article,Water-Energy-Food Nexus Studies,missing_anchor_group:control paradox|optimization|over optimization|overoptimization;missing_anchor_group:fragility|unintended|control|robustness|risk
openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,2,https://openalex.org/W4391557630,10.1007/s44274-024-00033-5,Addressing global environmental pollution using environmental control techniques: a focus on environmental policy and preventive environmental management,2024,article,Sustainable Supply Chain Management,missing_anchor_group:control paradox|optimization|over optimization|overoptimization
openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,3,https://openalex.org/W4412986009,10.1287/mksc.2024.0901,Frontiers: The Intended and Unintended Consequences of Privacy Regulation for Consumer Marketing,2025,article,"Privacy, Security, and Data Protection",missing_anchor_group:control paradox|optimization|over optimization|overoptimization
openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,4,https://openalex.org/W2999541183,10.3390/su12020718,South American Expert Roundtable: Increasing Adaptive Governance Capacity for Coping with Unintended Side Effects of Digital Transformation,2020,article,Green IT and Sustainability,missing_anchor_group:control paradox|optimization|over optimization|overoptimization
openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,5,https://openalex.org/W2980495074,10.3386/w22595,Understanding and Misunderstanding Randomized Controlled Trials,2016,report,Decision-Making and Behavioral Economics,missing_anchor_group:control paradox|optimization|over optimization|overoptimization
openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,6,https://openalex.org/W607674676,10.7249/mr1626,"Shaping the Next One Hundred Years: New Methods for Quantitative, Long-Term Policy Analysis",2003,book,Complex Systems and Decision Making,missing_anchor_group:control paradox|optimization|over optimization|overoptimization;missing_anchor_group:fragility|unintended|control|robustness|risk
openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,7,https://openalex.org/W1911006716,10.5334/ijic.218,Attending unintended transformations of health care infrastructure,2007,article,Information Systems Theories and Implementation,missing_anchor_group:control paradox|optimization|over optimization|overoptimization
openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,8,https://openalex.org/W2152007396,10.1257/jep.24.2.211,Markets: The Credit Rating Agencies,2010,article,"Banking stability, regulation, efficiency",missing_anchor_group:control paradox|optimization|over optimization|overoptimization;missing_anchor_group:fragility|unintended|control|robustness|risk
openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,9,https://openalex.org/W3214625971,10.1016/j.ijinfomgt.2021.102456,Climate change and COP26: Are digital technologies and information management part of the problem or the solution? An editorial reflection and call to action,2021,editorial,Green IT and Sustainability,type_not_allowed:editorial;missing_anchor_group:control paradox|optimization|over optimization|overoptimization;missing_anchor_group:fragility|unintended|control|robustness|risk
openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,10,https://openalex.org/W3161588210,10.1146/annurev-psych-020821-114157,"Replicability, Robustness, and Reproducibility in Psychological Science",2021,review,Mental Health Research Topics,type_not_allowed:review;missing_anchor_group:control paradox|optimization|over optimization|overoptimization
openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,11,https://openalex.org/W2512173100,10.1080/17538947.2011.582276,Geographic information systems and science,2011,book-review,Geographic Information Systems Studies,type_not_allowed:book-review;missing_anchor_group:control paradox|optimization|over optimization|overoptimization;missing_anchor_group:fragility|unintended|control|robustness|risk
openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,12,https://openalex.org/W4327650880,10.1080/07036337.2022.2154344,Stalled by design: New paradoxes in the European Union’s single financial market,2023,article,Global Financial Regulation and Crises,missing_anchor_group:control paradox|optimization|over optimization|overoptimization;missing_anchor_group:fragility|unintended|control|robustness|risk
openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,13,https://openalex.org/W1894768164,10.2134/jeq2015.01.0030,The Pivotal Role of Phosphorus in a Resilient Water-Energy-Food Security Nexus,2015,article,Phosphorus and nutrient management,missing_anchor_group:control paradox|optimization|over optimization|overoptimization;missing_anchor_group:fragility|unintended|control|robustness|risk
openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,14,https://openalex.org/W3177255364,,The Green Morocco Plan: A Case Study of the Unintended Consequences of Sustainable Development Initiatives,2021,article,Urban Agriculture and Sustainability,missing_anchor_group:control paradox|optimization|over optimization|overoptimization
openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,15,https://openalex.org/W2594412201,,THE POWER PRODUCTION PARADOX: REVEALING THE SOCIO-TECHNICAL IMPEDIMENTS TO DISTRIBUTED GENERATION TECHNOLOGIES,2006,dissertation,American Environmental and Regional History,missing_anchor_group:control paradox|optimization|over optimization|overoptimization;missing_anchor_group:fragility|unintended|control|robustness|risk
openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,16,https://openalex.org/W4388021005,10.3390/cryst13111549,Optimization of Wire EDM Process Parameters for Machining Hybrid Composites Using Grey Relational Analysis,2023,article,Advanced Machining and Optimization Techniques,missing_anchor_group:fragility|unintended|control|robustness|risk
openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,17,https://openalex.org/W2332514505,10.2307/1511512,"On the Essential Contexts of Artifacts or on the Proposition That ""Design Is Making Sense (Of Things)""",1989,article,Digital Media and Visual Art,missing_anchor_group:control paradox|optimization|over optimization|overoptimization;missing_anchor_group:fragility|unintended|control|robustness|risk
openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,18,https://openalex.org/W4413410683,10.1002/sres.3178,The Control–Entropy Paradox: Modeling the Thermodynamic Limits of Environmental Governance,2025,article,Climate Change Policy and Economics,missing_anchor_group:control paradox|optimization|over optimization|overoptimization
openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,19,https://openalex.org/W1602226211,10.28945/141,Multiple Media Use in Organizations: Identifying Practices Leading to an Alignment Paradox,2007,article,Information Systems Theories and Implementation,missing_anchor_group:control paradox|optimization|over optimization|overoptimization;missing_anchor_group:fragility|unintended|control|robustness|risk
openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,20,https://openalex.org/W1573649504,,"Partitioning in Avionics Architectures: Requirements, Mechanisms, and Assurance",1999,article,Real-Time Systems Scheduling,missing_anchor_group:control paradox|optimization|over optimization|overoptimization;missing_anchor_group:fragility|unintended|control|robustness|risk
openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,21,https://openalex.org/W2800630321,10.1155/2018/3190251,Strategies for Managing the Structural and Dynamic Consequences of Project Complexity,2018,article,Innovation and Knowledge Management,missing_anchor_group:control paradox|optimization|over optimization|overoptimization;missing_anchor_group:fragility|unintended|control|robustness|risk
openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,22,https://openalex.org/W2057207144,10.1257/jep.8.1.45,Perspectives on Growth Theory,1994,article,Economic Growth and Productivity,missing_anchor_group:control paradox|optimization|over optimization|overoptimization;missing_anchor_group:fragility|unintended|control|robustness|risk
openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,23,https://openalex.org/W1994414501,10.1111/j.1477-9730.2005.00343_5.x,Geographic information systems and science,2005,article,Geographic Information Systems Studies,missing_anchor_group:control paradox|optimization|over optimization|overoptimization;missing_anchor_group:fragility|unintended|control|robustness|risk
openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,24,https://openalex.org/W2131744895,10.1016/j.jom.2011.06.007,"Product safety and security in the global supply chain: Issues, challenges and research opportunities",2011,article,Supply Chain Resilience and Risk Management,missing_anchor_group:control paradox|optimization|over optimization|overoptimization;missing_anchor_group:fragility|unintended|control|robustness|risk
openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,25,https://openalex.org/W7124545921,10.1007/s00146-025-02814-9,The competence paradox: when psychologists overestimate their understanding of Artificial Intelligence,2026,article,Artificial Intelligence in Healthcare and Education,missing_anchor_group:control paradox|optimization|over optimization|overoptimization;missing_anchor_group:fragility|unintended|control|robustness|risk
openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,26,https://openalex.org/W2799555431,10.1029/2017rg000591,The Global Food‐Energy‐Water Nexus,2018,article,Water-Energy-Food Nexus Studies,missing_anchor_group:control paradox|optimization|over optimization|overoptimization;missing_anchor_group:fragility|unintended|control|robustness|risk
openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,27,https://openalex.org/W2969502667,10.1186/s42408-019-0048-6,Empowering strategic decision-making for wildfire management: avoiding the fear trap and creating a resilient landscape,2019,article,Fire effects on ecosystems,missing_anchor_group:control paradox|optimization|over optimization|overoptimization;missing_anchor_group:fragility|unintended|control|robustness|risk
openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,28,https://openalex.org/W2181820239,10.3386/w22795,Applying Asset Pricing Theory to Calibrate the Price of Climate Risk,2016,report,Financial Markets and Investment Strategies,missing_anchor_group:control paradox|optimization|over optimization|overoptimization
openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,29,https://openalex.org/W4412609529,10.1002/widm.70038,"A Guide to Machine Learning Epistemic Ignorance, Hidden Paradoxes, and Other Tensions",2025,article,Explainable Artificial Intelligence (XAI),missing_anchor_group:control paradox|optimization|over optimization|overoptimization;missing_anchor_group:fragility|unintended|control|robustness|risk
openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,30,https://openalex.org/W3080369471,10.1108/qram-01-2019-0021,Calculative regimes in the making: implementation and consequences in the context of Austrian public universities,2020,article,Accounting and Organizational Management,missing_anchor_group:control paradox|optimization|over optimization|overoptimization;missing_anchor_group:fragility|unintended|control|robustness|risk
openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,31,https://openalex.org/W2161506337,10.1037/a0023876,A biopsychosocial formulation of pain communication.,2011,article,Pain Management and Placebo Effect,missing_anchor_group:control paradox|optimization|over optimization|overoptimization;missing_anchor_group:fragility|unintended|control|robustness|risk
openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,32,https://openalex.org/W2198552623,,Unintended Consequences in Public Policy: Formulation and Implementation of Michigan’s Safe Delivery of Newborns Law,2006,dissertation,Legal Systems and Judicial Processes,missing_anchor_group:control paradox|optimization|over optimization|overoptimization
openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,33,https://openalex.org/W2170986688,10.1257/aer.97.2.1,"Beliefs, Doubts and Learning: Valuing Macroeconomic Risk",2007,article,Monetary Policy and Economic Impact,missing_anchor_group:control paradox|optimization|over optimization|overoptimization
openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,34,https://openalex.org/W4315864484,10.1108/ijopm-10-2022-0645,Thinking differently about supply chain resilience: what we can learn from social-ecological systems thinking,2023,article,Supply Chain Resilience and Risk Management,missing_anchor_group:control paradox|optimization|over optimization|overoptimization;missing_anchor_group:fragility|unintended|control|robustness|risk
openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,35,https://openalex.org/W2892117428,10.1088/1748-9326/aadf95,The control versus resilience rationale for managing systems under uncertainty,2018,article,Complex Systems and Decision Making,missing_anchor_group:control paradox|optimization|over optimization|overoptimization
openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,36,https://openalex.org/W2996656423,10.1155/2020/6105872,An Introduction to Complex Systems Science and Its Applications,2020,article,"Chaos, Complexity, and Education",missing_anchor_group:control paradox|optimization|over optimization|overoptimization;missing_anchor_group:fragility|unintended|control|robustness|risk
openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,37,https://openalex.org/W2993134363,10.1016/j.techfore.2019.119799,System dynamics modeling as a circular process: The smart commons approach to impact management,2019,article,Complex Systems and Decision Making,missing_anchor_group:control paradox|optimization|over optimization|overoptimization;missing_anchor_group:fragility|unintended|control|robustness|risk
openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,38,https://openalex.org/W3183040292,10.7189/jogh.11.01005,"Digital health and primary care: Past, pandemic and prospects",2021,article,Telemedicine and Telehealth Implementation,missing_anchor_group:control paradox|optimization|over optimization|overoptimization;missing_anchor_group:fragility|unintended|control|robustness|risk
openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,39,https://openalex.org/W2117550240,,Laws and Regulations Impacting the Enclosure Movement on the Tibetan Plateau of China,2011,article,Rangeland Management and Livestock Ecology,missing_anchor_group:control paradox|optimization|over optimization|overoptimization;missing_anchor_group:fragility|unintended|control|robustness|risk
openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,40,https://openalex.org/W4297018064,10.1088/1758-5090/ac94a1,Sensor technologies for quality control in engineered tissue manufacturing,2022,article,3D Printing in Biomedical Research,missing_anchor_group:control paradox|optimization|over optimization|overoptimization
openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,41,https://openalex.org/W2088671145,10.1080/21573727.2013.873718,"Towards satisfying the client: optimizing, satisficing or disappointing?",2014,article,Customer Service Quality and Loyalty,missing_anchor_group:control paradox|optimization|over optimization|overoptimization;missing_anchor_group:fragility|unintended|control|robustness|risk
openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,42,https://openalex.org/W2741427461,10.1007/978-3-319-32939-0,The Illusion of Risk Control,2017,book,Complex Systems and Decision Making,missing_anchor_group:control paradox|optimization|over optimization|overoptimization
openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,43,https://openalex.org/W4200527096,10.1088/2634-4505/ac4429,‘What is infrastructure? What does it do?’: anthropological perspectives on the workings of infrastructure(s),2021,article,Water Governance and Infrastructure,missing_anchor_group:control paradox|optimization|over optimization|overoptimization;missing_anchor_group:fragility|unintended|control|robustness|risk
openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,44,https://openalex.org/W2943625371,10.1111/all.13848,The challenge of de‐labeling penicillin allergy,2019,article,Drug-Induced Adverse Reactions,missing_anchor_group:control paradox|optimization|over optimization|overoptimization;missing_anchor_group:fragility|unintended|control|robustness|risk
openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,45,https://openalex.org/W2155416296,10.1183/09031936.00070914,Nutritional assessment and therapy in COPD: a European Respiratory Society statement,2014,article,Chronic Obstructive Pulmonary Disease (COPD) Research,missing_anchor_group:control paradox|optimization|over optimization|overoptimization;missing_anchor_group:fragility|unintended|control|robustness|risk
openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,46,https://openalex.org/W2149619369,10.3386/w10620,The Design of Financial Systems: Towards a Synthesis of Function and Structure,2004,report,Economic theories and models,missing_anchor_group:control paradox|optimization|over optimization|overoptimization;missing_anchor_group:fragility|unintended|control|robustness|risk
openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,47,https://openalex.org/W2554592511,10.1007/978-3-319-42468-2_4,The Politics and Consequences of Virtual Water Export,2016,book-chapter,Water Governance and Infrastructure,missing_anchor_group:control paradox|optimization|over optimization|overoptimization;missing_anchor_group:fragility|unintended|control|robustness|risk
openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,48,https://openalex.org/W4389528799,10.1016/j.technovation.2023.102937,Not all (innovation) failures are created equal: A typology of companies’ responses to the consequences of innovation failure,2023,article,Innovation and Knowledge Management,missing_anchor_group:control paradox|optimization|over optimization|overoptimization;missing_anchor_group:fragility|unintended|control|robustness|risk
openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,49,https://openalex.org/W3217411317,10.1016/j.scaman.2021.101183,Digital transformation and power relations. Interpretative repertoires of digitalization in the Swedish steel industry,2021,article,"Innovation, Technology, and Society",missing_anchor_group:control paradox|optimization|over optimization|overoptimization;missing_anchor_group:fragility|unintended|control|robustness|risk
openalex,organization_measurement,3,control paradox optimization fragility unintended consequences,50,https://openalex.org/W4409353096,10.1038/s42949-025-00199-8,Mitigating the ripple effects of urbanization on farmland productivity and ecological security through inclusive urbanization strategies,2025,article,Land Use and Ecosystem Services,missing_anchor_group:control paradox|optimization|over optimization|overoptimization;missing_anchor_group:fragility|unintended|control|robustness|risk
crossref,organization_measurement,3,control paradox optimization fragility unintended consequences,1,10.1101/149773,10.1101/149773,Unintended Consequences and the Paradox of Control: Management of Emerging Pathogens with Age-Specific Virulence,2017,posted-content,,missing_anchor_group:control paradox|optimization|over optimization|overoptimization
crossref,organization_measurement,3,control paradox optimization fragility unintended consequences,2,10.2139/ssrn.2318146,10.2139/ssrn.2318146,The Paradox of Privacy Empowerment: The Unintended Consequences of 'Do Not Track',2013,posted-content,,missing_anchor_group:control paradox|optimization|over optimization|overoptimization
crossref,organization_measurement,3,control paradox optimization fragility unintended consequences,3,10.2139/ssrn.7337558,10.2139/ssrn.7337558,The Legal AI Supervision Paradox: Cognitive Bias and the Unintended Consequences of Disciplinary Regimes,2026,posted-content,,missing_anchor_group:control paradox|optimization|over optimization|overoptimization
crossref,organization_measurement,3,control paradox optimization fragility unintended consequences,4,10.31857/s013216250018915-9,10.31857/s013216250018915-9,Action and Unintended Consequences: Counterfinality’s Paradox as a Sociological Problem,2022,journal-article,Sotsiologicheskie issledovaniya,missing_anchor_group:control paradox|optimization|over optimization|overoptimization
crossref,organization_measurement,3,control paradox optimization fragility unintended consequences,5,10.1037/e633982013-655,10.1037/e633982013-655,Strategic colorblindness: The paradox of unintended consequences,2007,dataset,PsycEXTRA Dataset,type_not_allowed:dataset;missing_anchor_group:control paradox|optimization|over optimization|overoptimization
crossref,organization_measurement,3,control paradox optimization fragility unintended consequences,6,10.54014/9sxd-87jy,10.54014/9sxd-87jy,Tightening your grip : the unintended consequences of export control policies,,dissertation,,missing_anchor_group:control paradox|optimization|over optimization|overoptimization
crossref,organization_measurement,3,control paradox optimization fragility unintended consequences,7,10.1109/mpot.2016.2569672,10.1109/mpot.2016.2569672,Unintended Consequences: The Paradox of Technological Potential,2016,journal-article,IEEE Potentials,missing_anchor_group:control paradox|optimization|over optimization|overoptimization
crossref,organization_measurement,3,control paradox optimization fragility unintended consequences,8,10.2139/ssrn.5001928,10.2139/ssrn.5001928,The Unintended Carbon Consequences of Bitcoin Mining Bans: A Paradox in Environmental Policy,2024,posted-content,,missing_anchor_group:control paradox|optimization|over optimization|overoptimization
crossref,organization_measurement,3,control paradox optimization fragility unintended consequences,9,10.1007/978-3-031-41512-8_17,10.1007/978-3-031-41512-8_17,Micro–Macro Transitions and the Paradox of Unintended Consequences,2023,book-chapter,The Palgrave Handbook of Methodological Individualism,missing_anchor_group:control paradox|optimization|over optimization|overoptimization
crossref,organization_measurement,3,control paradox optimization fragility unintended consequences,10,10.1371/journal.pntd.0005997,10.1371/journal.pntd.0005997,Unintended consequences and the paradox of control: Management of emerging pathogens with age-specific virulence,2018,journal-article,PLOS Neglected Tropical Diseases,missing_anchor_group:control paradox|optimization|over optimization|overoptimization
crossref,organization_measurement,3,control paradox optimization fragility unintended consequences,11,10.22459/uc.08.2016.04,10.22459/uc.08.2016.04,Unintended Consequences of Temporary Migration to Australia,2016,book-chapter,Unintended Consequences,missing_anchor_group:control paradox|optimization|over optimization|overoptimization
crossref,organization_measurement,3,control paradox optimization fragility unintended consequences,12,10.21203/rs.3.rs-3941568/v1,10.21203/rs.3.rs-3941568/v1,Unintended Consequences of Disaster Mitigation: A Systematic Review of the Safe Development Paradox,2024,posted-content,,missing_anchor_group:control paradox|optimization|over optimization|overoptimization
crossref,organization_measurement,3,control paradox optimization fragility unintended consequences,13,10.64628/ab.tuvgr7jfy,10.64628/ab.tuvgr7jfy,Labour’s rent control plans may have unintended consequences,2015,posted-content,,missing_anchor_group:control paradox|optimization|over optimization|overoptimization
crossref,organization_measurement,3,control paradox optimization fragility unintended consequences,15,10.1111/j.1467-7709.2011.01001.x,10.1111/j.1467-7709.2011.01001.x,Unintended Consequences,2011,journal-article,Diplomatic History,missing_anchor_group:control paradox|optimization|over optimization|overoptimization
crossref,organization_measurement,3,control paradox optimization fragility unintended consequences,16,10.4324/9780429327001-4,10.4324/9780429327001-4,Purposefully Triggering Unintended Consequences,2020,book-chapter,Unintended Consequences of EU External Action,missing_anchor_group:control paradox|optimization|over optimization|overoptimization
crossref,organization_measurement,3,control paradox optimization fragility unintended consequences,17,10.7551/mitpress/15085.003.0003,10.7551/mitpress/15085.003.0003,Introduction: Monetary Policy and Its Unintended Consequences,2023,book-chapter,Monetary Policy and Its Unintended Consequences,missing_anchor_group:control paradox|optimization|over optimization|overoptimization
crossref,organization_measurement,3,control paradox optimization fragility unintended consequences,18,10.7551/mitpress/15085.003.0007,10.7551/mitpress/15085.003.0007,"Central Banking, Political Pressure, and Its Unintended Consequences",2023,book-chapter,Monetary Policy and Its Unintended Consequences,missing_anchor_group:control paradox|optimization|over optimization|overoptimization
crossref,organization_measurement,3,control paradox optimization fragility unintended consequences,19,10.4324/9780203851159-15,10.4324/9780203851159-15,Unintended consequences of targeted sanctions,2010,book-chapter,Rethinking Security Governance,missing_anchor_group:control paradox|optimization|over optimization|overoptimization
crossref,organization_measurement,3,control paradox optimization fragility unintended consequences,20,10.1142/9789813231740_0010,10.1142/9789813231740_0010,Closing Panel Discussion: Unintended Consequences in Singapore,2018,book-chapter,Unintended Consequences in Singapore,missing_anchor_group:control paradox|optimization|over optimization|overoptimization
crossref,organization_measurement,3,control paradox optimization fragility unintended consequences,21,10.4324/9780203851159-10,10.4324/9780203851159-10,Unintended consequences of international statebuilding,2010,book-chapter,Rethinking Security Governance,missing_anchor_group:control paradox|optimization|over optimization|overoptimization
